Identifiant_Accident,Vitesse_Maximale_Autorisee,jour,mois,Annee,Luminosite,Departement,Commune,Agglomeration,Connition_Atmospheriques,adresse,Latitude,Longitude
202100008649,80,10,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12704,52212,Hors aglomeration,Brouillard ou fumee,N67,48.403138092,5.1568472381
202100008654,50,11,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q33785,98804,En aglomeration,Normale,RPN3/VU3 Village de CANALA,-21.5187984296,165.9648227692
202100008654,50,11,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q33785,98804,En aglomeration,Normale,RPN3/VU3 Village de CANALA,-21.5187984296,165.9648227692
202100008673,50,14,https://www.wikidata.org/wiki/Q115,2021,Plein jour,https://www.wikidata.org/wiki/Q12727,75119,En aglomeration,Normale,AVENUE DE LAUMIERE,48.883903,2.380517
202100008697,20,7,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12729,77053,En aglomeration,Temps couvert,20 ALLEE DU GRAND NOYER,48.68457,2.602386
202100008741,50,8,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12648,06088,En aglomeration,Normale,JARDINIERS (BD DES),43.708639,7.192578
202100008786,80,9,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12735,83067,Hors aglomeration,Pluie legere,D97,43.315112,6.275108
202100008787,80,10,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12735,83116,Hors aglomeration,Pluie legere,D560,43.4213620936,5.8377420902
202100008791,50,10,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12694,42052,En aglomeration,Normale,35 Rue Dorian,46.154965,4.163588
202100008792,80,9,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12738,86245,Hors aglomeration,Normale,Les Groies,46.78216,0.67262
202100008799,80,9,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12740,88446,Hors aglomeration,Normale,Rue Chanterelle,48.199158,5.812771
202100008801,60,9,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q30971,98729,Hors aglomeration,Pluie legere,PK 13+500 - Maat̩a - RT 91,-17.533189,-149.838611
202100008804,50,10,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12689,37163,En aglomeration,Normale,3 avenue du centre,47.4239441104,0.9748644715
202100008815,80,10,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12685,33029,Hors aglomeration,Normale,Avenue du M̩doc,44.641833,-0.804563
202100008824,90,8,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12711,59343,Hors aglomeration,Normale,AUTOROUTE A27,50.599916,3.135714
202100008867,50,9,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q33785,98810,Hors aglomeration,Brouillard ou fumee,Tribu de boaoui,-20.680771,164.452758
202100008881,80,2,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12681,29240,Hors aglomeration,Pluie forte,D47 - Lieu Dit les 3 Fontaines,48.26841676,-4.2384266853
202100008884,50,9,https://www.wikidata.org/wiki/Q118,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12655,09285,En aglomeration,Normale,D3,42.860043,1.198282
202100008888,80,29,https://www.wikidata.org/wiki/Q113,2021,Plein jour,https://www.wikidata.org/wiki/Q12651,07058,Hors aglomeration,Normale,Route de Largentiere,44.551332,4.31935
202100008891,80,8,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q37633,97307,Hors aglomeration,Normale,Route de Stoupan,4.80103,-52.362846
202100008897,50,8,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12725,73296,Hors aglomeration,Normale,Mont̩e du Sarrasin,45.511369,6.921684
202100008903,80,9,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12690,38507,Hors aglomeration,Normale,Route de Cr̩mieu,45.749401,5.206935
202100008904,80,8,https://www.wikidata.org/wiki/Q118,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12733,81195,Hors aglomeration,Normale,RD50B,43.577515,2.222328
202100008913,110,6,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12744,92047,Hors aglomeration,Normale,A13,48.8349273762,2.1744658284
202100008914,110,5,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12730,78133,Hors aglomeration,Normale,A13,48.891884,2.009022
202100008948,50,7,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12689,37261,En aglomeration,Normale,CHURCHILL (BOULEVARD WINSTON),47.37362,0.67906
202100009002,90,8,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12645,05123,Hors aglomeration,Normale,Rd 994,44.562084,5.924635
202100009002,90,8,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12645,05123,Hors aglomeration,Normale,Rd 994,44.562084,5.924635
202100009005,80,8,https://www.wikidata.org/wiki/Q118,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12716,64259,Hors aglomeration,Temps couvert,route d̩partementale 22,43.29206,-1.241047
202100009010,80,6,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12705,53125,Hors aglomeration,Normale,RD 134,48.479859,-1.037897
202100009071,50,5,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17060,97209,En aglomeration,Normale,CHATEAUBOEUF (ROUTE DE),14.61846,-61.04564
202100009103,50,21,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12677,25462,En aglomeration,Normale,FEE VERTE DE LA,46.90976,6.33377
202100009141,70,7,https://www.wikidata.org/wiki/Q118,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12724,72231,Hors aglomeration,Normale,la michetiere,47.939591,0.311072
202100009142,-1,6,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12739,87202,Hors aglomeration,Normale,D9,45.883905,1.096238
202100009150,80,6,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12659,11288,Hors aglomeration,Temps couvert,D6113,43.25122,2.278504
202100009152,80,6,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12701,49180,En aglomeration,Normale,D347,47.380851,-0.104005
202100009154,70,7,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12687,35023,Hors aglomeration,Normale,Tournebride,48.208429,-1.941132
202100009156,80,7,https://www.wikidata.org/wiki/Q118,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12683,31028,Hors aglomeration,Normale,D23,43.222882,0.876342
202100009158,80,6,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12690,38395,Hors aglomeration,Normale,D30c,45.369815,5.922575
202100009166,60,6,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q30971,98734,En aglomeration,Normale,PK 35+900,-17.723379,-149.50573
202100009174,80,7,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12735,83107,Hors aglomeration,Normale,Le Perrussier,43.425071,6.676168
202100009175,80,7,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12735,83066,Hors aglomeration,Normale,D30,43.6344496904,5.8341479301
202100009237,50,31,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12711,59160,En aglomeration,Temps couvert,DEPORTES (RUE DES),50.403724,3.666046
202100009261,70,5,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12680,28134,En aglomeration,Normale,RN 12 (ZONE COMMERCIALE),48.74643,1.35354
202100009282,30,4,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12727,75103,En aglomeration,Temps couvert,PLACE DE LA REPUBLIQUE,48.866466,2.364778
202100009307,70,4,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12747,95527,Hors aglomeration,Normale,circuit 1,48.9983,2.5239
202100009329,50,6,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12717,65301,Hors aglomeration,Normale,D632,43.304351,0.226185
202100009345,50,6,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12690,38315,En aglomeration,Temps couvert,13 Rue Gambetta,45.535998,5.67225
202100009356,80,6,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12652,08220,Hors aglomeration,Normale,RD 980,49.308494,4.410303
202100009358,50,5,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q17054,97801,En aglomeration,Normale,RN 7 quartier d'orl̩ans,18.070064,-63.034653
202100009393,50,10,https://www.wikidata.org/wiki/Q115,2021,Plein jour,https://www.wikidata.org/wiki/Q12727,75116,En aglomeration,Normale,AVENUE MOZART,48.850233,2.266975
202100009440,50,4,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12683,31555,En aglomeration,Temps eblouissant,RUE JULES AMILHAU,43.58281,1.41672
202100009447,30,31,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12661,13056,En aglomeration,Normale,KLEBER QUAI JEAN BAPTISTE,43.40663,5.05505
202100009448,30,30,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12661,13056,En aglomeration,Pluie legere,DENFERT ROCHEREAU RUE COLONEL PIERRE,43.40838,5.05472
202100009489,50,3,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12744,92024,En aglomeration,Temps couvert,CLICHY (QUAI DE) DE (8 A 60),48.903470802,2.289571166
202100009499,50,5,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q17060,97232,Hors aglomeration,Normale,Beaujolais,14.522335,-60.859473
202100009502,50,5,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12716,64410,En aglomeration,Normale,9 Avenue de Monein,43.3653051236,-0.626116097
202100009517,80,5,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12661,13010,Hors aglomeration,Normale,RD 35,43.899033,4.722866
202100009530,70,5,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12671,2B055,Hors aglomeration,Temps couvert,T20,42.5084258716,9.321985245
202100009566,80,31,https://www.wikidata.org/wiki/Q112,2021,Plein jour,https://www.wikidata.org/wiki/Q12711,59122,Hors aglomeration,Temps eblouissant,SOLESMES (ROUTE DE),50.1788652689,3.2606137238
202100009568,30,18,https://www.wikidata.org/wiki/Q115,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12735,83118,Hors aglomeration,Normale,CHEMIN DES SANGLIERS,43.417909,6.841843
202100009568,30,18,https://www.wikidata.org/wiki/Q115,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12735,83118,Hors aglomeration,Normale,CHEMIN DES SANGLIERS,43.417909,6.841843
202100009568,30,18,https://www.wikidata.org/wiki/Q115,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12735,83118,Hors aglomeration,Normale,CHEMIN DES SANGLIERS,43.417909,6.841843
202100009568,30,18,https://www.wikidata.org/wiki/Q115,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12735,83118,Hors aglomeration,Normale,CHEMIN DES SANGLIERS,43.417909,6.841843
202100009568,30,18,https://www.wikidata.org/wiki/Q115,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12735,83118,Hors aglomeration,Normale,CHEMIN DES SANGLIERS,43.417909,6.841843
202100009595,50,3,https://www.wikidata.org/wiki/Q118,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12694,42316,En aglomeration,Pluie legere,Rue Th̩r̬se D̩cline,45.40598,4.26273
202100009675,80,4,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12666,17362,Hors aglomeration,Normale,Moulin de Bergis,45.369895,-0.609044
202100009682,110,4,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17070,97418,Hors aglomeration,Normale,N2,-20.899225,55.52318
202100009685,80,3,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12729,77176,Hors aglomeration,Normale,D402,48.756636,3.017415
202100009767,110,31,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12696,44114,Hors aglomeration,Normale,RENNES (RTE DE) RN 137,47.30125,-1.62834
202100009802,30,31,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12727,75118,En aglomeration,Normale,RUE JEAN HENRI FABRE,48.901242,2.341975
202100009826,50,27,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12733,81266,En aglomeration,Normale,Avenue Pierre Fabre,43.647255,1.976924
202100009829,80,3,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17060,97220,Hors aglomeration,Normale,quartier desfarges,14.482418,-60.902957
202100009831,90,3,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12703,51237,Hors aglomeration,Normale,N4,48.7191495781,3.5298621655
202100009845,80,2,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12705,53155,Hors aglomeration,Normale,La Chatterie,48.282529,-0.877157
202100009847,90,3,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12672,21476,Hors aglomeration,Normale,pasquier,47.143124,4.61517
202100009955,80,2,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12698,46033,Hors aglomeration,Pluie legere,Rue de Bovila RD656,44.400338,1.172791
202100009958,80,29,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12690,38189,Hors aglomeration,Vent fort ou tempete,D53a,45.611733,5.052423
202100009958,80,29,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12690,38189,Hors aglomeration,Vent fort ou tempete,D53a,45.611733,5.052423
202100009960,50,2,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12648,06079,En aglomeration,Normale,649 Avenue des Anciens Combattants,43.554993,6.941297
202100009962,110,1,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12702,50589,Hors aglomeration,Normale,RN 175 PK 58.950,48.581182,-1.440958
202100009963,90,2,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12672,21150,Hors aglomeration,Pluie legere,Les Grandes Corvees,46.932096,4.740086
202100009967,90,27,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12685,33042,Hors aglomeration,Normale,,44.475604,-0.826758
202100009993,110,30,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q17070,97416,Hors aglomeration,Normale,RN1 (ROUTE NATIONALE),-21.33107,55.45614
202100009996,80,30,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q17060,97213,Hors aglomeration,Normale,AUTOROUTE A1,14.60594,-61.00322
202100010001,70,30,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q17012,97113,Hors aglomeration,Normale,SECTION COCOYER,16.23411,-61.48169
202100010010,50,29,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12730,78486,En aglomeration,Pluie legere,CHARTRES (RUE DE,48.68914,1.85153
202100010058,50,31,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12744,92002,En aglomeration,Normale,RAYMON ARON (AVENUE),48.7649,2.30958
202100010060,80,31,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12670,2A211,Hors aglomeration,Pluie legere,RT40 PK 42+700,41.800539,8.967049
202100010079,30,31,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12710,58131,En aglomeration,Temps couvert,Rue Masson,47.086806,3.196785
202100010090,80,1,https://www.wikidata.org/wiki/Q118,2021,Plein jour,https://www.wikidata.org/wiki/Q12679,27572,Hors aglomeration,Normale,Les Chouquets,49.2171695883,0.8657666548
202100010092,50,1,https://www.wikidata.org/wiki/Q118,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12704,52529,En aglomeration,Pluie legere,D26,47.739742,5.285583
202100010158,50,30,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12667,18279,En aglomeration,Temps couvert,GUESDE (APRES RUE DES DONNEAUX),47.22833,2.04479
202100010175,30,30,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12746,94068,En aglomeration,Pluie forte,GENERAL GIRAUD (BD DU),48.79801,2.47457
202100010192,80,31,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12629,01074,Hors aglomeration,Pluie legere,RD 904,45.98032,5.207514
202100010200,110,31,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12718,66141,Hors aglomeration,Normale,D900,42.761055,2.897805
202100010201,90,30,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12708,56098,Hors aglomeration,Normale,N165 sens Nantes/Brest,47.778631,-3.351527
202100010210,80,30,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12696,44018,Hors aglomeration,Normale,M751a,47.142124,-1.667733
202100010215,80,30,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12695,43007,Hors aglomeration,Normale,lieu dit MONTBUZAT,45.050983,4.180448
202100010216,110,31,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12665,16216,Hors aglomeration,Normale,"RN 141, PR 86+250",45.6871429662,-0.0809973478
202100010225,30,30,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q30971,98712,Hors aglomeration,Normale,ROUTE D'ERIMA,-17.530842,-149.523067
202100010276,50,28,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12739,87065,En aglomeration,Normale,PAGNOL (AVENUE MARCEL-),45.81452,1.33792
202100010320,50,25,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12686,34003,En aglomeration,Normale,GENTILSHOMMES (H16 A L17,43.28572,3.51356
202100010379,50,28,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12744,92022,En aglomeration,Temps eblouissant,SALENGRO (AVENUE ROGER),48.81763,2.19644
202100010395,80,29,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12660,12131,Hors aglomeration,Normale,D988,44.410478,2.637255
202100010404,80,29,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12715,63207,Hors aglomeration,Normale,"Route d̩partementale 40,",45.658043,3.675013
202100010423,80,29,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q37633,97309,Hors aglomeration,Normale,RD 23,4.892423,-52.289665
202100010427,130,30,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12685,33164,Hors aglomeration,Pluie legere,A62,44.559905,-0.292003
202100010428,130,29,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12721,69077,Hors aglomeration,Normale,"AUTOROUTE A6 PK 403,300 SENS PARIS-LYON",46.148517,4.769955
202100010437,80,29,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12661,13072,Hors aglomeration,Normale,D908,43.420448,5.617082
202100010447,80,29,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12728,76385,Hors aglomeration,Normale,Route de Pavilly,49.59889,0.94486
202100010454,90,22,https://www.wikidata.org/wiki/Q113,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12709,57226,Hors aglomeration,Normale,Autoroute A30,49.3424584,5.9917608
202100010486,50,24,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q12736,84007,En aglomeration,Normale,FONTCOUVERTE(Avenue de),43.93667,4.8461
202100010504,80,27,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12717,65226,Hors aglomeration,Normale,PAU (ROUTE DE),43.2429727482,0.0063729286
202100010509,-1,27,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public non allume,https://www.wikidata.org/wiki/Q12715,63113,En aglomeration,Normale,MERMOZ /Pr̩ la reine,45.78793,3.12252
202100010588,50,27,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12745,93031,En aglomeration,Normale,DE LATTRE DE TASSIGNY (1 A 51),48.9588,2.30734
202100010603,90,29,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12674,23258,Hors aglomeration,Normale,Route d̩partementale 1,46.2939873013,1.4735627174
202100010613,80,29,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12696,44069,Hors aglomeration,Normale,Route de Herbignac,47.363806,-2.411821
202100010619,70,29,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12678,26165,Hors aglomeration,Normale,Route Nationale 7,44.780822,4.848463
202100010628,90,28,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12680,28071,Hors aglomeration,Temps eblouissant,D923,48.407967,1.096659
202100010644,80,28,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12721,69171,Hors aglomeration,Normale,SAIN-BEL (DE) (RTE),45.8044,4.604559
202100010652,80,29,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12662,14762,Hors aglomeration,Normale,Berc. Bonnel - St Germain (Saint-Germain-de-Tallevende-la-Lande-Vaumont),48.782543,-0.896448
202100010695,50,27,https://www.wikidata.org/wiki/Q116,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12725,73065,En aglomeration,Normale,GRAND VERGER (AVENUE DU),45.5809557352,5.9088997543
202100010701,70,19,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12715,63113,Hors aglomeration,Normale,FOREST (AVENUE FERNAND),45.79545,3.10436
202100010768,80,28,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12714,62147,Hors aglomeration,Normale,Rue de boisleux,50.206609,2.769456
202100010769,80,27,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12703,51508,Hors aglomeration,Temps eblouissant,D412,48.6198627435,4.4175586945
202100010776,50,27,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12684,32344,En aglomeration,Brouillard ou fumee,12 rue de la Menoue,43.652282,-0.085697
202100010781,80,28,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12629,01034,Hors aglomeration,Temps eblouissant,D992,45.759262,5.712867
202100010784,80,28,https://www.wikidata.org/wiki/Q117,2021,Crepuscule ou Aube,https://www.wikidata.org/wiki/Q12696,44019,Hors aglomeration,Normale,D93,47.321207,-1.910445
202100010804,70,27,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12736,84092,En aglomeration,Normale,Route de Sorgues,43.974032,4.858097
202100010815,80,28,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12717,65147,Hors aglomeration,Normale,RD 20,43.142575,0.228251
202100010848,50,25,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12721,69385,En aglomeration,Temps couvert,CHAMPVERT (DE) (R),45.760549,4.7958
202100010888,50,26,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12711,59350,En aglomeration,Pluie legere,LORRAINE BOULEVARD,50.63044,3.035
202100010896,80,25,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12704,52121,Hors aglomeration,Normale,RD 674,48.11978,5.17223
202100010973,80,25,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12741,89464,Hors aglomeration,Normale,Route de Bussy,48.076255,3.269899
202100010992,80,25,https://www.wikidata.org/wiki/Q117,2021,Plein jour,https://www.wikidata.org/wiki/Q12739,87180,Hors aglomeration,Normale,RN 145,46.194983,1.268406
202100010996,50,26,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q37633,97304,En aglomeration,Normale,8 Avenue Auguste Boudinot,5.1755634617,-52.6497318596
202100010997,50,19,https://www.wikidata.org/wiki/Q117,2021,Nuit sans eclairage public,https://www.wikidata.org/wiki/Q12729,77142,En aglomeration,Normale,Route de Serbonne,48.847537,2.923533
202100011015,-1,26,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12711,59249,En aglomeration,Pluie legere,78 Rue L̩o Lagrange,50.020824,4.048247
202100011047,50,25,https://www.wikidata.org/wiki/Q117,2021,Nuit avec eclairage public allume,https://www.wikidata.org/wiki/Q12721,69389,En aglomeration,Normale,ARLOING (Q),45.77074,4.81209
